date,X000001,X000166,X000686,X000712,X000728,X000750,X000776,X000783,X002142,X002500,X002673,X002736,X600000,X600015,X600016,X600030,X600036,X600061,X600109,X600369,X600837,X600958,X600999,X601009,X601099,X601166,X601169,X601198,X601211,X601288,X601318,X601328,X601336,X601377,X601398,X601555,X601601,X601628,X601688,X601788,X601818,X601901,X601939,X601988,X601998
2018/4/16,11.1,4.79,7.71,14.64,8.71,4.21,15.82,7.05,17.87,7.56,9.35,10.6,11.55,8.73,7.85,18.39,28.11,12.06,8.62,4.25,11.23,11.96,16.61,7.96,2.8,16.06,6.82,14.04,17.04,3.75,64.3,6.09,43.05,6.5,5.82,8,32.65,24.11,17.23,12.14,3.99,5.9,7.33,3.77,6.27
2018/4/17,11.21,4.78,7.68,14.51,8.64,4.18,15.75,7.02,17.58,7.7,9.33,10.52,11.55,8.69,7.84,18.41,27.69,12.01,8.61,4.24,11.24,11.96,16.5,7.92,2.79,16.04,6.81,14.13,17.34,3.73,63.13,6.06,41.7,6.47,5.79,8.01,32.19,24.25,17.31,12.19,3.97,5.89,7.28,3.76,6.33
2018/4/18,11.5,4.8,7.76,14.5,8.79,4.2,15.95,7.04,17.96,7.86,9.47,10.67,11.73,8.75,7.91,18.79,28.14,12.16,8.82,4.28,11.36,12.06,16.86,7.99,2.81,16.11,6.84,14.35,17.6,3.77,63.51,6.1,41.74,6.54,5.88,8.13,31.98,24.39,17.84,12.33,3.99,5.91,7.35,3.78,6.41
2018/4/19,11.47,4.8,7.79,14.5,9.09,4.2,16.06,7.05,17.97,8.01,9.58,10.68,11.8,8.8,7.93,19.01,28.24,12.17,8.81,4.28,11.44,12.06,16.86,8.02,2.82,16.19,6.84,14.43,17.65,3.78,64.48,6.11,42,6.56,5.92,8.16,32.18,24.54,17.98,12.33,4,5.94,7.41,3.79,6.4
2018/4/20,11.35,4.7,7.52,14.3,8.94,4.03,15.61,6.9,17.89,7.68,9.31,10.3,11.61,8.67,7.79,18.28,28.21,11.78,8.29,4.16,11.09,11.58,16.32,7.87,2.79,16.16,6.72,13.55,17.02,3.74,64.15,6.08,41.2,6.33,5.92,7.9,31.17,24.2,17.28,11.95,3.98,5.75,7.37,3.78,6.38
2018/4/23,11.57,4.65,7.56,13.8,9.11,4.02,15.73,6.84,17.72,7.86,9.35,10.41,11.6,8.68,7.77,18.53,28.29,11.77,8.36,4.17,11.23,11.87,16.36,7.95,2.78,16.16,6.74,13.64,17.44,3.76,64.99,6.09,42.18,6.34,6.02,7.92,31.6,24.52,17.7,12.02,3.98,5.77,7.43,3.78,6.38
2018/4/24,11.86,4.73,7.75,14.16,9.26,4.09,16.11,6.94,18.35,8.09,9.54,10.66,11.78,8.83,7.88,19.24,28.86,11.96,8.59,4.25,11.52,12.12,16.78,8.16,2.82,16.44,6.84,13.9,17.79,3.84,66.56,6.18,43.92,6.49,6.08,8.13,32.99,24.97,18.43,12.49,4.05,5.88,7.56,3.84,6.48
2018/4/25,11.68,4.68,7.74,14.42,9.13,4.05,15.88,6.87,18.09,8.15,9.42,10.7,11.66,8.75,7.75,19.14,28.82,11.86,8.52,4.23,11.4,12.1,16.79,8.19,2.78,16.13,6.77,13.87,17.68,3.81,65.5,6.14,43.01,6.47,5.99,8.09,32.54,24.68,18.32,12.47,4.01,5.93,7.47,3.8,6.4
2018/4/26,11.42,4.61,7.61,14.25,8.83,3.96,15.51,6.74,18.03,7.88,9.1,10.56,11.57,8.68,7.68,18.74,28.8,11.68,8.26,4.14,11.18,11.89,16.3,8.18,2.75,16.11,6.74,13.43,17.38,3.79,63.12,6.13,41.46,6.34,5.95,7.9,31.71,24.33,17.78,12.35,4.01,5.79,7.41,3.79,6.38
2018/4/27,10.85,4.64,7.67,14.17,8.94,4.01,15.62,6.76,18.11,8.18,9.23,10.75,11.61,8.71,7.72,18.99,29.33,11.81,8.65,4.17,11.41,12.16,16.43,8.45,2.78,16.11,6.8,13.58,17.65,3.81,60.89,6.18,43.3,6.4,6,8,31.6,24.51,18.32,12.57,4.04,5.92,7.48,3.82,6.39
2018/5/2,10.88,4.76,7.73,14.13,8.95,4.03,15.64,6.82,17.82,8.23,9.26,10.65,11.03,8.48,7.74,19.14,29.56,12.09,8.77,4.28,11.45,12.01,16.45,8.48,2.8,16.07,6.81,13.66,17.6,3.86,61.34,6.19,43.28,6.4,5.98,7.91,31.91,24.37,18.31,12.7,4.02,5.97,7.47,3.81,6.55
2018/5/3,10.75,4.9,7.96,14.33,9.29,4.12,15.96,6.92,17.45,8.46,9.42,10.84,10.92,8.46,7.79,19.59,29.3,12.26,8.97,4.48,11.68,12.29,17.14,8.61,2.86,16.06,6.81,14.55,17.9,3.84,61.44,6.15,44.68,6.54,5.95,8.12,33.01,24.69,18.97,12.96,4.03,6.19,7.45,3.82,6.55
2018/5/4,10.68,4.9,7.9,14.1,9.15,4.12,15.79,6.89,17.21,8.3,9.32,10.68,10.83,8.41,7.81,19.37,28.74,12.23,8.79,4.47,11.56,12.2,17.05,8.45,2.84,16,6.78,14.67,17.79,3.83,60.71,6.1,44.02,6.49,5.91,8.08,32.65,24.35,18.94,12.86,4.02,6.14,7.34,3.8,6.53
2018/5/7,10.81,4.92,7.98,14.22,9.29,4.23,15.97,6.94,17.54,8.37,9.42,10.77,10.84,8.44,7.84,19.63,28.93,12.29,8.91,4.5,11.67,12.31,17.2,8.51,2.87,16.09,6.8,14.98,18.03,3.86,61.19,6.13,45.54,6.54,5.95,8.16,33.89,24.8,19.16,13.04,4.03,6.17,7.41,3.83,6.57
2018/5/8,11.01,4.94,7.99,14.29,9.25,4.22,16.07,6.94,17.82,8.29,9.46,10.87,10.95,8.48,7.92,19.94,29.68,12.32,8.74,4.5,11.7,12.31,17.39,8.59,2.88,16.29,6.84,15.06,18,3.9,63.08,6.18,46.91,6.55,5.98,8.21,35.75,25.45,19.01,13.04,4.08,6.17,7.56,3.87,6.65
2018/5/9,10.97,4.88,7.89,14.34,9.12,4.19,15.85,6.91,17.95,8.15,9.42,10.72,10.93,8.44,7.94,19.75,29.75,12.19,8.52,4.45,11.66,12.05,17.13,8.53,2.86,16.25,6.83,14.99,17.86,3.9,62.95,6.19,47.36,6.5,5.99,8.14,35.9,25.31,18.71,12.85,4.08,6.13,7.59,3.88,6.63
2018/5/10,11.01,4.92,7.93,14.23,9.17,4.21,15.93,6.93,17.95,8.23,9.44,10.9,10.95,8.47,7.94,19.84,29.84,12.63,8.6,4.53,11.73,12.12,17.22,8.48,2.87,16.27,6.89,15.07,17.94,3.89,63.18,6.2,47.01,6.52,6,8.04,35.96,25.42,19.15,12.98,4.09,6.19,7.58,3.88,6.59
2018/5/11,11.01,4.9,7.84,14,9.06,4.15,15.74,6.86,18.16,8.15,9.36,10.78,10.95,8.5,7.93,19.49,30.08,12.44,8.44,4.45,11.6,11.99,17.01,8.65,2.84,16.32,6.88,14.8,17.79,3.91,63.1,6.22,46.71,6.44,6.07,7.93,35.33,25.15,18.76,12.78,4.1,6.16,7.74,3.9,6.64
2018/5/14,11.18,4.92,7.82,13.84,9.06,4.16,15.8,6.84,18.1,8.2,9.33,10.79,11,8.59,7.95,19.87,30.82,12.33,8.44,4.49,11.64,12.01,17.06,8.82,2.85,16.37,6.9,15.24,17.77,3.94,64.1,6.24,46.44,6.43,6.07,7.85,36.17,25.35,18.8,12.89,4.12,6.15,7.76,3.9,6.75
2018/5/15,11.12,4.91,7.77,13.85,9.06,4.11,15.71,6.82,18.16,8.02,9.33,10.77,10.99,8.56,7.92,19.82,30.56,12.36,8.52,4.51,11.6,11.97,16.99,8.82,2.83,16.34,6.89,15.07,17.66,3.92,63.97,6.21,46.72,6.46,6.09,7.89,35.94,25.35,18.37,12.77,4.1,6.25,7.76,3.89,6.7
2018/5/16,10.9,4.85,7.69,13.77,8.9,4.07,15.53,6.76,17.84,7.88,9.2,10.69,10.87,8.51,7.83,19.52,29.97,12.25,8.41,4.44,11.49,11.86,16.83,8.67,2.79,16.17,6.81,14.59,17.5,3.85,62.81,6.14,44.92,6.35,6,7.83,34.49,24.88,18.23,12.58,4.05,6.14,7.63,3.85,6.57
2018/5/17,10.82,4.81,7.69,13.7,8.87,4.06,15.48,6.77,17.75,7.79,9.22,10.67,10.83,8.5,7.83,19.25,29.8,12.13,8.36,4.41,11.37,11.76,16.66,8.61,2.8,16.17,6.81,14.64,17.35,3.85,62,6.13,45.15,6.33,5.97,7.82,34.15,25.04,17.92,12.63,4.04,6.12,7.59,3.85,6.59
2018/5/18,10.96,4.84,7.75,13.8,9,4.09,15.65,6.81,18,7.9,9.3,10.73,10.9,8.56,7.92,19.73,30.46,12.2,8.48,4.49,11.47,11.85,16.83,8.7,2.81,16.31,6.88,14.8,17.58,3.9,63.04,6.18,46.25,6.38,6.05,7.88,34.92,25.38,18.26,12.67,4.08,6.2,7.73,3.9,6.74
2018/5/21,10.95,4.89,7.82,13.96,9.05,4.16,15.7,6.89,18.05,7.97,9.35,10.8,10.94,8.61,7.94,19.81,30.27,12.35,8.56,4.53,11.55,11.94,17.04,8.7,2.83,16.34,6.9,14.85,17.66,3.92,63.66,6.2,46.71,6.44,6.03,7.97,35.07,25.38,18.32,12.78,4.09,6.22,7.65,3.91,6.74
2018/5/22,10.86,4.87,7.82,13.89,9.02,4.14,15.62,6.87,17.72,7.94,9.31,10.71,10.88,8.55,7.88,19.7,29.82,12.28,8.5,4.5,11.45,11.94,16.89,8.55,2.82,16.22,6.89,14.75,17.53,3.89,63.01,6.18,45.51,6.41,5.97,7.94,34.38,25.2,17.94,12.66,4.07,6.16,7.49,3.88,6.7
2018/5/23,10.65,4.84,7.73,14,8.92,4.11,15.45,6.79,17.5,7.79,9.22,10.63,10.8,8.47,7.79,19.51,29.61,12.18,8.41,4.44,11.33,11.77,16.65,8.39,2.79,16.02,6.82,14.67,17.32,3.83,61.76,6.11,44.36,6.34,5.85,7.82,33.37,24.75,17.6,12.49,4.03,6.11,7.37,3.84,6.59
2018/5/24,10.61,4.77,7.66,14.01,8.86,4.07,15.2,6.77,17.25,7.66,9.17,10.63,10.79,8.47,7.81,19.37,29.1,12.14,8.34,4.38,11.18,11.75,16.53,8.29,2.8,16,6.8,14.61,17.17,3.79,61.22,6.09,43.86,6.31,5.77,7.78,33.32,24.88,17.55,12.37,4.02,6.11,7.29,3.81,6.61
2018/5/25,10.59,4.72,7.59,14.04,8.75,4.04,15.03,6.74,17.17,7.53,9.12,10.44,10.71,8.42,7.78,19.06,29.21,11.92,8.12,4.33,11.04,11.62,16.4,8.29,2.79,16.05,6.8,14.69,17.01,3.63,61.53,6.1,43.96,6.26,5.78,7.68,33.24,24.92,17.34,12.18,4.02,6.08,7.29,3.82,6.63
2018/5/28,10.59,4.72,7.56,13.84,8.81,4.04,14.91,6.69,17.29,7.6,9.04,10.46,10.76,8.43,7.81,19.25,28.8,11.83,8.11,4.31,10.84,11.63,16.45,8.25,2.77,16,6.79,15.05,17.12,3.61,62.5,6.08,44.34,6.22,5.76,7.68,33.39,25.02,17.41,12.15,4,6.06,7.27,3.82,6.62
2018/5/29,10.38,4.68,7.44,13.3,8.7,4.01,14.68,6.63,17.06,7.45,8.93,10.24,10.64,8.36,7.77,18.87,28.94,11.73,8.01,4.26,10.73,11.38,16.23,8.16,2.75,16.08,6.72,14.84,16.83,3.62,62.38,6.1,43.85,6.15,5.74,7.57,33.33,25.13,17,11.93,4.02,6,7.21,3.83,6.61
2018/5/30,10.08,4.56,7.09,12.81,8.25,3.9,14.13,6.33,16.56,7.07,8.48,9.9,10.44,8.21,7.61,18.12,28.3,11.24,7.72,4.14,10.28,10.74,15.69,8.01,2.69,15.81,6.59,13.98,16.44,3.56,60.65,5.98,42.31,5.91,5.63,7.27,32.33,24.32,16.41,11.69,3.95,5.79,7.05,3.76,6.41
2018/5/31,10.18,4.64,7.16,12.96,8.35,3.94,14.29,6.34,17.02,7.24,8.52,10.01,10.55,8.33,7.66,18.64,28.78,11.3,7.84,4.17,10.48,10.77,15.81,8.12,2.7,15.93,6.62,14.17,16.79,3.59,62.13,6.02,43.21,5.91,5.66,7.37,33.27,24.56,16.85,11.92,3.97,5.87,7.12,3.77,6.41
2018/6/1,10.19,4.66,7.19,13.01,8.39,3.96,14.27,6.31,17.27,7.42,8.7,10.16,10.68,8.34,7.71,18.57,28.6,11.18,7.96,4.17,10.58,10.71,15.56,8.12,2.69,15.86,6.65,14.37,16.67,3.6,61.64,6.01,42.56,5.9,5.64,7.42,33.07,24.52,16.87,12.31,3.97,5.96,7.08,3.76,6.34
2018/6/4,10.27,4.62,7.19,12.98,8.36,3.92,14.2,6.29,17.43,7.32,7.84,10.07,10.75,8.39,7.72,18.69,29.25,10.91,7.91,4.12,10.62,10.56,15.55,8.26,2.65,16.01,6.62,14.24,16.74,3.66,63.53,6.05,43.95,5.82,5.7,7.37,34.34,24.96,16.78,12.2,3.99,5.94,7.17,3.79,6.37
2018/6/5,10.26,4.65,7.29,13.02,8.45,3.96,14.31,6.33,17.39,7.52,7.67,10.11,10.66,8.37,7.69,18.77,29.26,10.85,8.01,4.15,10.56,10.66,15.73,8.23,2.65,15.99,6.49,14.52,16.74,3.67,64.58,6.04,45.57,5.84,5.7,7.44,34.54,25.14,16.9,12.22,3.98,5.96,7.18,3.79,6.34
2018/6/6,10.14,4.65,7.27,12.98,8.42,3.97,14.25,6.32,17.16,7.56,7.63,10.15,10.55,8.32,7.65,18.7,28.8,10.86,7.99,4.11,10.43,10.68,15.71,8.11,2.68,15.91,6.47,14.74,16.7,3.64,63.81,6.02,45.52,5.8,5.65,7.38,34.31,24.85,17.1,12.16,3.96,5.9,7.13,3.77,6.33
2018/6/7,10.37,4.68,7.26,12.97,8.44,3.94,14.4,6.33,17.28,7.48,7.66,10.15,10.62,8.29,7.65,19,28.9,10.93,7.99,4.12,10.53,10.75,15.79,8.1,2.7,15.98,6.46,14.8,16.78,3.66,63.24,6.03,46.19,6.05,5.69,7.4,34.53,25.19,17.1,12.05,3.96,5.94,7.18,3.78,6.33
2018/6/8,10.12,4.65,7.05,12.38,8.2,3.85,14.12,6.03,17.16,7.22,7.41,10,10.42,8.15,7.51,18.59,28.2,10.37,7.79,4,10.32,10.57,15.33,7.93,2.63,15.8,6.31,14.86,16.41,3.59,62.39,5.97,45.11,5.89,5.58,7.21,33.42,24.48,16.76,11.8,3.9,5.82,7.03,3.74,6.21
2018/6/11,10.04,4.69,7,12.43,8.16,3.82,14.12,5.97,17.26,7.23,7.39,9.94,10.42,8.03,7.5,18.7,28.63,10.25,7.8,4.02,10.33,10.67,15.32,7.94,2.64,15.9,6.26,14.99,16.48,3.6,63.03,5.97,45.44,5.88,5.58,7.24,33.53,24.27,16.83,11.85,3.89,5.88,7.01,3.74,6.18
2018/6/12,10.06,4.75,7.03,12.46,8.15,3.85,14.18,5.97,17.38,7.3,7.45,9.95,10.35,8.01,7.47,18.82,28.74,10.31,7.84,4.03,10.3,10.81,15.3,7.89,2.64,15.88,6.22,15.01,16.59,3.6,63.9,5.96,46.9,5.87,5.6,7.26,34.82,24.44,16.92,11.79,3.89,5.87,7.08,3.74,6.19
2018/6/13,9.95,4.68,6.83,12.19,7.9,3.78,13.94,5.78,17.4,7.1,7.18,9.86,10.21,7.93,7.41,18.55,28.71,10.04,7.67,3.91,10.11,10.67,14.96,7.79,2.6,15.91,6.13,14.73,16.34,3.59,63.75,5.96,46.78,5.79,5.58,7.1,34.94,24.48,16.53,11.61,3.87,5.81,7.06,3.73,6.19
2018/6/14,10.07,4.71,6.89,12.19,7.95,3.79,13.95,5.81,17.38,7.23,7.24,9.98,10.22,7.95,7.44,18.67,28.57,10.14,7.76,3.92,10.1,10.72,15.02,7.89,2.61,15.91,6.15,15.22,16.57,3.61,64.44,5.97,47.49,5.84,5.62,7.16,35.99,24.57,16.56,11.67,3.87,5.91,7.11,3.73,6.21
2018/6/15,10.17,4.68,6.8,11.12,7.95,3.77,13.91,5.78,17.6,7.23,7.46,9.72,10.3,7.98,7.45,18.43,28.94,10.16,7.7,3.94,9.86,10.47,14.54,8.06,2.55,15.42,6.2,14.93,16.41,3.63,64.63,6.01,47.23,5.77,5.7,7.13,36.14,24.68,16.53,11.55,3.89,5.92,7.23,3.75,6.27
2018/6/19,9.87,4.32,6.21,10.01,7.24,3.46,13.75,5.29,17.22,6.61,6.93,8.98,9.92,7.74,7.25,17.25,28.99,9.24,6.99,3.66,9.28,9.43,13.52,7.85,2.3,15.47,6,14.02,15.26,3.63,62.09,6.03,47.21,5.33,5.74,6.56,36.34,24.94,15.28,10.57,3.9,5.94,7.23,3.76,6.34
2018/6/20,9.91,4.41,6.28,9.7,7.25,3.49,13.45,5.37,17.31,6.66,7.1,8.94,9.89,7.74,7.3,17.08,28.51,9.31,7.03,3.71,9.32,9.25,13.32,7.9,2.31,15.27,6.03,13.88,15.19,3.58,61.85,5.97,46.18,5.33,5.69,6.65,35.18,24.45,14.79,10.71,3.85,6.21,7.11,3.73,6.25
2018/6/21,9.86,4.31,6.1,9.6,6.99,3.43,13.1,5.22,17.38,6.43,6.83,8.59,9.83,7.7,7.25,16.28,28.65,8.88,6.69,3.61,9.16,8.93,13.12,7.94,2.27,15.23,6.02,12.83,14.79,3.59,61.09,5.96,44.78,5.19,5.68,6.49,33.92,23.13,14.25,10.55,3.83,6.13,7.06,3.74,6.22
2018/6/22,9.85,4.35,6.21,9.78,7.14,3.5,13.13,5.29,17.4,6.53,7.11,8.71,9.76,7.74,7.24,16.54,28.62,9.08,6.82,3.69,9.31,9.02,13.32,8.02,2.29,15.15,6.05,12.87,15.02,3.58,61.07,5.96,44.59,5.24,5.67,6.59,34.08,22.83,14.54,10.7,3.82,6.29,7.06,3.74,6.24
2018/6/25,9.46,4.34,6.15,9.61,7.08,3.45,13.06,5.27,17.04,6.48,7.09,8.67,9.56,7.67,7.11,16.16,27.67,9.06,6.69,3.71,9.13,8.93,13.22,7.9,2.27,14.85,6,12.81,14.67,3.53,59.79,5.87,42.93,5.13,5.54,6.55,32.86,22.27,14.34,10.56,3.77,6.22,6.9,3.7,6.13
2018/6/26,9.36,4.35,6.27,9.79,7.19,3.49,13.05,5.33,16.5,6.58,7.3,8.71,9.48,7.53,7.04,16.36,26.9,9.19,6.91,3.74,9.2,8.98,13.46,7.83,2.27,14.56,5.97,12.77,14.77,3.46,59.24,5.76,42.81,5.19,5.42,6.67,32.47,22.19,14.49,10.59,3.7,6.23,6.73,3.65,6.12
2018/6/27,9.09,4.26,6.22,9.74,7.18,3.47,13.07,5.29,16.3,6.6,7.29,8.58,9.37,7.47,6.89,16.04,26.33,9.14,6.89,3.71,9.14,8.93,13.08,7.7,2.26,14.32,5.91,12.74,14.69,3.43,57.5,5.71,42.17,5.15,5.31,6.66,31.72,22.2,14.16,10.65,3.64,6.17,6.57,3.62,6.13
2018/6/28,8.92,4.28,6.28,9.76,7.22,3.52,13.05,5.32,16.14,6.63,7.4,8.71,9.5,7.51,6.93,16.16,25.85,9.15,7,3.78,9.22,9.02,13.28,7.61,2.3,14.23,5.98,12.86,14.86,3.39,56.83,5.68,41.77,5.19,5.2,6.72,31.04,22.21,14.35,10.76,3.62,6.57,6.42,3.56,6.13
2018/6/29,9.09,4.37,6.41,9.98,7.4,3.57,13.27,5.43,16.29,6.74,7.55,9.1,9.56,7.45,7,16.57,26.44,9.28,7.11,3.85,9.47,9.13,13.68,7.73,2.34,14.4,6.03,13.04,14.74,3.44,58.58,5.74,42.88,5.27,5.32,6.83,31.85,22.52,14.97,10.98,3.66,6.69,6.55,3.61,6.21
2018/7/2,8.61,4.33,6.24,9.77,7.08,3.47,13.25,5.3,16.05,6.57,7.27,8.89,9.29,7.29,6.81,16.04,25.44,8.9,6.86,3.74,9.23,8.92,13.28,7.43,2.27,13.82,5.94,12.73,14.41,3.32,55.22,5.6,40.95,5.16,5.08,6.65,29.77,21.52,14.34,10.74,3.51,6.68,6.22,3.47,6.18
2018/7/3,8.67,4.36,6.37,9.83,7.2,3.55,13.34,5.37,16.24,6.68,7.55,9.04,9.35,7.29,6.87,16.32,25.22,9.18,7.14,3.81,9.35,8.96,13.41,7.49,2.3,13.93,6,12.9,14.53,3.31,56.34,5.67,42.26,5.25,5.14,6.82,30.08,22.13,14.66,10.94,3.53,6.75,6.32,3.51,5.73
2018/7/4,8.61,4.33,6.3,9.56,7.11,3.51,13.28,5.33,16.45,6.59,7.38,8.94,9.31,7.24,6.8,16.09,25.05,9.1,7.05,3.77,9.24,8.91,13.22,7.47,2.27,13.86,6.02,12.67,14.29,3.32,55.52,5.68,41.98,5.18,5.16,6.74,29.8,22.09,14.4,10.9,3.53,6.57,6.32,3.53,5.71
2018/7/5,8.6,4.27,6.17,9.43,7.05,3.43,13.18,5.23,16.59,6.43,7.24,8.82,9.26,7.18,5.6,16.02,25.44,9.04,6.89,3.7,9.1,8.9,13.01,7.47,2.26,14.05,5.86,12.65,14.13,3.36,55.53,5.76,42.6,5.11,5.23,6.65,30.25,22.42,14.17,10.62,3.58,6.56,6.41,3.58,5.79
2018/7/6,8.66,4.31,6.25,9.59,7.16,3.48,13.13,5.29,16.44,6.64,7.26,8.91,9.37,7.23,5.71,16.17,25.84,8.93,7.07,3.77,9.19,8.93,13.01,7.48,2.27,14.09,5.86,12.73,14.1,3.39,56.94,5.76,43.62,5.13,5.29,6.68,31.31,22.58,14.3,10.55,3.58,6.6,6.46,3.6,5.74
2018/7/9,9.03,4.38,6.35,9.87,7.26,3.54,13.31,5.4,16.96,6.74,7.39,9.04,9.6,7.39,5.85,16.51,26.95,9.25,7.16,3.85,9.36,9.07,13.21,7.71,2.31,14.46,6.02,12.92,14.46,3.52,58.88,5.95,44.66,5.2,5.53,6.79,32.73,22.85,14.65,10.72,3.68,6.79,6.81,3.75,5.91
2018/7/10,8.98,4.38,6.33,9.84,7.22,3.51,13.31,5.38,16.92,6.75,7.5,9,9.57,7.35,5.81,16.52,26.8,9.13,7.14,3.84,9.31,8.8,13.21,7.69,2.35,14.37,6.07,12.91,14.52,3.5,58.18,5.99,44.42,5.23,5.52,6.75,32.59,22.74,14.69,10.73,3.66,6.76,6.77,3.73,5.93
2018/7/11,8.78,4.29,6.11,9.46,6.94,3.41,13.05,5.21,16.6,6.51,7.27,8.74,9.38,7.18,5.72,16.08,26.6,8.79,6.89,3.7,9.09,8.27,12.78,7.57,2.29,14.1,6.06,12.61,14.15,3.46,57.09,5.94,43.37,5.13,5.48,6.44,32.06,22.16,14.16,10.31,3.62,6.52,6.73,3.72,5.83
2018/7/12,8.88,4.39,6.35,9.54,7.1,3.49,13.28,5.39,16.26,6.71,7.62,8.98,9.57,7.38,5.82,16.58,26.04,9.1,7.09,3.83,9.36,8.53,13.19,7.69,2.36,14.39,5.84,12.83,14.59,3.53,58.38,6.04,44.98,5.28,5.66,6.64,33.36,22.75,14.72,10.72,3.68,6.71,6.97,3.79,5.9
2018/7/13,8.88,4.37,6.3,9.48,7.08,3.45,13.14,5.38,16.25,6.65,7.62,9,9.49,7.35,5.81,16.6,26.23,9.03,7.07,3.8,9.3,8.65,13.16,7.69,2.35,14.37,5.77,12.66,14.53,3.5,58.54,6.01,44.72,5.27,5.36,6.62,33.02,22.71,14.64,10.84,3.67,6.65,6.98,3.56,5.93
2018/7/16,8.73,4.4,6.23,9.39,7.01,3.42,13.09,5.37,16.02,6.64,7.52,9,9.41,7.27,5.75,16.52,25.67,9.02,7.01,3.77,9.26,8.68,13.1,7.57,2.34,14.23,5.71,12.63,14.37,3.42,57.72,5.6,44.17,5.23,5.23,6.56,32.05,22.68,14.7,10.88,3.61,6.65,6.8,3.5,5.92
2018/7/17,8.72,4.38,6.21,9.6,6.94,3.42,13.03,5.22,16.08,6.64,7.45,8.95,9.44,7.25,5.76,16.33,25.37,8.96,7.01,3.77,9.16,8.77,12.98,7.58,2.32,14.16,5.67,12.62,14.29,3.41,58.02,5.54,44.18,5.18,5.23,6.53,32.27,22.65,14.56,10.73,3.61,6.45,6.37,3.48,5.88
2018/7/18,8.7,4.32,6.16,9.45,6.88,3.41,12.92,5.19,15.96,6.56,7.32,8.9,9.51,7.27,5.75,16.19,25.29,8.97,6.94,3.75,9.14,8.72,12.87,7.57,2.3,14.13,5.64,12.59,14.13,3.41,57.81,5.53,44.52,5.16,5.23,6.47,31.81,22.68,14.52,10.66,3.61,6.41,6.4,3.46,5.85
2018/7/19,8.73,4.31,6.09,9.19,6.81,3.38,12.95,5.16,16.06,6.48,7.27,8.86,9.56,7.22,5.76,16.25,25.62,8.81,6.86,3.72,9.13,8.54,12.74,7.58,2.29,14.17,5.65,12.4,14.18,3.37,58.71,5.49,45.44,5.14,5.17,6.39,32.49,22.94,14.57,10.47,3.6,6.42,6.35,3.45,5.85
2018/7/20,9.11,4.4,6.27,9.6,6.98,3.45,13.25,5.25,16.64,6.67,7.47,9.05,9.87,7.46,5.94,16.83,27.38,9.08,7.02,3.74,9.39,8.82,13.26,7.98,2.34,14.65,5.8,12.62,14.66,3.54,60.84,5.64,49.67,5.27,5.47,6.52,34.15,23.65,15.44,10.81,3.73,6.73,6.78,3.55,6.07
2018/7/23,9.42,4.44,6.33,9.63,7.07,3.47,13.37,5.3,16.92,6.77,7.49,9.1,9.96,7.6,6,17.14,27.86,9.14,7.1,3.79,9.43,8.99,13.63,8.09,2.35,15.14,5.89,12.71,14.81,3.6,61.08,5.67,50.14,5.33,5.6,6.6,35.06,23.66,15.84,11.03,3.79,6.88,6.93,3.59,6.13
2018/7/24,9.4,4.51,6.46,9.92,7.23,3.57,13.63,5.54,16.84,6.84,7.59,9.21,10.02,7.64,6.01,17.32,27.75,9.45,7.24,3.91,9.8,9.18,13.85,8.05,2.41,15.3,5.96,12.87,15.15,3.62,61.74,5.72,49.44,5.28,5.61,6.74,34.42,23.84,15.82,11.16,3.83,6.88,6.93,3.6,6.15
2018/7/25,9.38,4.46,6.42,9.8,7.15,3.56,13.57,5.47,16.9,6.79,7.61,9.12,10.02,7.63,5.99,17.27,28.22,9.35,7.19,3.88,9.72,9.1,13.74,8.1,2.4,15.3,5.95,12.76,15.08,3.64,62.16,5.68,50.02,5.13,5.62,6.7,34.54,23.74,15.91,11.15,3.84,6.86,6.92,3.59,6.14
2018/7/26,9.25,4.48,6.43,10.09,7.15,3.58,13.52,5.45,17.08,6.77,7.66,9.07,9.96,7.57,5.96,16.92,28.12,9.31,7.16,3.87,9.57,9.09,13.63,8.04,2.45,15.23,5.94,12.69,14.96,3.59,60.8,5.66,48.7,5.1,5.55,6.74,33.49,23.54,15.58,11.1,3.79,6.81,6.91,3.57,6.1
2018/7/27,9.25,4.44,6.37,9.8,7.12,3.55,13.46,5.39,16.84,6.73,7.66,9.05,9.99,7.55,5.97,16.84,28.09,9.16,7.13,3.91,9.5,8.95,13.54,8.03,2.42,15.18,5.94,12.7,14.92,3.59,60.87,5.66,48.83,5.06,5.54,6.71,33.75,23.55,15.52,10.92,3.63,6.82,6.85,3.56,6.13
2018/7/30,9.39,4.44,6.28,9.42,7,3.51,13.4,5.34,17.1,6.65,7.44,8.94,10.13,7.59,6.05,16.97,28.61,9.24,7.03,3.84,9.47,8.94,13.41,8.07,2.39,15.45,5.95,12.51,14.93,3.61,61.56,5.71,49.15,4.85,5.59,6.65,33.75,23.64,15.56,10.95,3.66,6.83,6.95,3.6,6.18
2018/7/31,9.42,4.44,6.34,9.43,7.04,3.54,13.39,5.35,17.43,6.7,7.48,9.05,10.17,7.61,6.08,16.86,28.39,9.53,7.06,3.87,9.47,9.13,13.48,7.73,2.41,15.45,5.95,12.53,15.01,3.64,61.6,5.75,49.31,4.85,5.65,6.68,34.23,23.45,15.46,10.94,3.67,6.79,7.01,3.62,6.27
